bab_order,bab_label,bab_title,fasl,article_title,article_number,article_number_label,article_number_int,article_text,source_url,searchable_text,text_len,article_status
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الخامسة والثمانون بعد المائة:,الخامسة والثمانون بعد المائة,185,185,يقصد بالعمل في المناجم والمحاجر الآتي : العمليات الخاصة بالبحث ، أو الكشف عن المواد المعدنية ، بما في ذلك الأحجار الكريمة ، أوإستخراجها ، أو تصنيعها بالمنطقة الصادر عنها الترخيص ، سواء أكانت المعادن صلبة أم سائلة . العمليات الخاصة باستخراج رواسب المواد المعدنية الموجودة على سطح الأرض أو في باطنها ، أو تركيزها ، أو تصنيعها في منطقة الترخيص . ما يلحق بالعمليات المشار إليها في الفقرتين 1-2 من هذه المادة من أعمال البناء وإقامة التركيبات والأجهزة.,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة الخامسة والثمانون بعد المائة: - يقصد بالعمل في المناجم والمحاجر الآتي : العمليات الخاصة بالبحث ، أو الكشف عن المواد المعدنية ، بما في ذلك الأحجار الكريمة ، أوإستخراجها ، أو تصنيعها بالمنطقة الصادر عنها الترخيص ، سواء أكانت المعادن صلبة أم سائلة . العمليات الخاصة باستخراج رواسب المواد المعدنية الموجودة على سطح الأرض أو في باطنها ، أو تركيزها ، أو تصنيعها في منطقة الترخيص . ما يلحق بالعمليات المشار إليها في الفقرتين 1-2 من هذه المادة من أعمال البناء وإقامة التركيبات والأجهزة.,446,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة السادسة والثمانون بعد المائة:,السادسة والثمانون بعد المائة,186,186,لا يجوز تشغيل أي شخص في المنجم أو المحجر لم يتم الثامنة عشرة من العمر .,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة السادسة والثمانون بعد المائة: - لا يجوز تشغيل أي شخص في المنجم أو المحجر لم يتم الثامنة عشرة من العمر .,71,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة السابعة والثمانون بعد المائة:,السابعة والثمانون بعد المائة,187,187,لا يجوز السماح لأي شخص بالعمل في العمليات التي يسري عليها هذا الباب إلا بعد إجراء فحص طبي كامل عليه ، وثبوت لياقته الصحية للعمل المطلوب ويجب إعادة هذا الفحص دورياً ولا يجوز تحميل العامل أي نفقة مقابل الفحوص الطبية اللازمة . ويحدد الوزير بقرار منه الأوضاع والشروط والمدد التي يجب الإلتزام بها .,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة السابعة والثمانون بعد المائة: - لا يجوز السماح لأي شخص بالعمل في العمليات التي يسري عليها هذا الباب إلا بعد إجراء فحص طبي كامل عليه ، وثبوت لياقته الصحية للعمل المطلوب ويجب إعادة هذا الفحص دورياً ولا يجوز تحميل العامل أي نفقة مقابل الفحوص الطبية اللازمة . ويحدد الوزير بقرار منه الأوضاع والشروط والمدد التي يجب الإلتزام بها .,293,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الثامنة والثمانون بعد المائة:,الثامنة والثمانون بعد المائة,188,188,لا تزيد ساعات العمل الفعلية التي يمضيها العامل تحت سطح الأرض على سبع ساعات في اليوم ، ولا يجوز إبقاء العامل في مكان العمل سواء فوق سطح الأرض أو في باطنها مدة تزيد على عشر ساعات في اليوم ، وإذا كان العمل في باطن الأرض فتشمل هذه المدة الوقت الذي يستغرقه العامل للوصول من سطح الأرض والوقت الذي يستغرقه للعودة من باطن الأرض إلى سطحها .,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة الثامنة والثمانون بعد المائة: - لا تزيد ساعات العمل الفعلية التي يمضيها العامل تحت سطح الأرض على سبع ساعات في اليوم ، ولا يجوز إبقاء العامل في مكان العمل سواء فوق سطح الأرض أو في باطنها مدة تزيد على عشر ساعات في اليوم ، وإذا كان العمل في باطن الأرض فتشمل هذه المدة الوقت الذي يستغرقه العامل للوصول من سطح الأرض والوقت الذي يستغرقه للعودة من باطن الأرض إلى سطحها .,331,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة التاسعة والثمانون بعد المائة:,التاسعة والثمانون بعد المائة,189,189,يحظر دخول أماكن العمل وملحقاتها على غير العاملين فيها وعلى غير المكلفين بالتفتيش على المنجم أو المحجر، والأشخاص الذين يحملون إذناً خاصاً من الجهة المختصة .,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة التاسعة والثمانون بعد المائة: - يحظر دخول أماكن العمل وملحقاتها على غير العاملين فيها وعلى غير المكلفين بالتفتيش على المنجم أو المحجر، والأشخاص الذين يحملون إذناً خاصاً من الجهة المختصة .,155,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة التسعون بعد المائة:,التسعون بعد المائة,190,190,على صاحب العمل أن يعد سجلاً خاصاً لقيد العمال وحصرهم قبل دخولهم إلى أماكن العمل وعند خروجهم منها.,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة التسعون بعد المائة: - على صاحب العمل أن يعد سجلاً خاصاً لقيد العمال وحصرهم قبل دخولهم إلى أماكن العمل وعند خروجهم منها.,97,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الحادية والتسعون بعد المائة:,الحادية والتسعون بعد المائة,191,191,على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة .,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة الحادية والتسعون بعد المائة: - على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة .,90,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الثانية والتسعون بعد المائة:,الثانية والتسعون بعد المائة,192,192,على صاحب العمل إنشاء نقطة إنقاذ قريبة من مكان العمل مجهزة بأدوات الإنقاذ والإسعافات الضرورية ، وأن يكون بهذه النقطة وسيلة اتصال مناسبة ، بحيث تصلح للاستعانة بها في الحال ، وعليه تعيين عامل فني مدرب للإشراف على عمليات الإنقاذ والإسعافات الأولية .,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة الثانية والتسعون بعد المائة: - على صاحب العمل إنشاء نقطة إنقاذ قريبة من مكان العمل مجهزة بأدوات الإنقاذ والإسعافات الضرورية ، وأن يكون بهذه النقطة وسيلة اتصال مناسبة ، بحيث تصلح للاستعانة بها في الحال ، وعليه تعيين عامل فني مدرب للإشراف على عمليات الإنقاذ والإسعافات الأولية .,245,active
12,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الثالثة والتسعون بعد المائة:,الثالثة والتسعون بعد المائة,193,193,مع عدم الإخلال بحكم المادة الثانية والأربعين بعد المائة من هذا النظام على صاحب العمل أن يعد في كل منجم أو محجر يشتغل فيه خمسون عاملاً على الأقل مكاناً مناسباً يحتوي على غرفة مجهزة بوسائل الإنقاذ والإسعافات الأولية ، وأخرى للتمريض، فضلاً عن غرفة أو أكثر لتغيير الملابس . أما في المناجم والمحاجر التي يقل عدد العمال في كل منها عن خمسين عاملاً وتقع في دائرة قطرها عشرون كيلو متراً فيجوز لصاحب العمل أن يشترك في إنشاء مكان للإنقاذ والإسعاف في مكان وسط ، أو ينشئ مكاناً للإنقاذ والإسعاف مستقلاً . وللوزير تحديد وسائل الإنقاذ والإسعاف وتدابير الوقاية والحماية في المناجم والمحاجر ، وكذلك مسؤوليات أصحاب العمل وحقوق العمال وواجباتهم.,https://www.hrsd.gov.sa/node/5576041,الباب الثاني عشر - العمل في المناجم والمحاجر - - المادة الثالثة والتسعون بعد المائة: - مع عدم الإخلال بحكم المادة الثانية والأربعين بعد المائة من هذا النظام على صاحب العمل أن يعد في كل منجم أو محجر يشتغل فيه خمسون عاملاً على الأقل مكاناً مناسباً يحتوي على غرفة مجهزة بوسائل الإنقاذ والإسعافات الأولية ، وأخرى للتمريض، فضلاً عن غرفة أو أكثر لتغيير الملابس . أما في المناجم والمحاجر التي يقل عدد العمال في كل منها عن خمسين عاملاً وتقع في دائرة قطرها عشرون كيلو متراً فيجوز لصاحب العمل أن يشترك في إنشاء مكان للإنقاذ والإسعاف في مكان وسط ، أو ينشئ مكاناً للإنقاذ والإسعاف مستقلاً . وللوزير تحديد وسائل الإنقاذ والإسعاف وتدابير الوقاية والحماية في المناجم والمحاجر ، وكذلك مسؤوليات أصحاب العمل وحقوق العمال وواجباتهم.,626,active
13,الباب الثالث عشر,تفتيش العمل,,المادة الرابعة والتسعون بعد المائة:,الرابعة والتسعون بعد المائة,194,194,يتولى تفتيش العمل مفتشون من موظفي الوزارة ، أو من غيرهم من السعوديين ، يحددهم الوزير أو من يفوضه ، وتكون لهم الصلاحيات والاختصاصات المنصوص عليها في هذا النظام .,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الرابعة والتسعون بعد المائة: - يتولى تفتيش العمل مفتشون من موظفي الوزارة ، أو من غيرهم من السعوديين ، يحددهم الوزير أو من يفوضه ، وتكون لهم الصلاحيات والاختصاصات المنصوص عليها في هذا النظام .,160,active
13,الباب الثالث عشر,تفتيش العمل,,المادة الخامسة والتسعون بعد المائة:,الخامسة والتسعون بعد المائة,195,195,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الخامسة والتسعون بعد المائة: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة السادسة والتسعون بعد المائة:,السادسة والتسعون بعد المائة,196,196,يختص مفتشو العمل بما يأتي : مراقبة تنفيذ أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له . تزويد أصحاب العمل والعمال بالمعلومات والإرشادات الفنية التي تمكنهم من اتباع أحسن الوسائل لتنفيذ أحكام هذا النظام . إبلاغ المختصين بالوزارة بأوجه النقص التي تقصر الأحكام القائمة عن معالجتها ، واقتراح ما يلزم لذلك . ضبط مخالفات أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له . التحقق من المخالفات التي ترصدها جهات حكومية مختصة أخرى وتحال إلى الوزارة . اقتراح الغرامة المناسبة وفقًا لجدول المخالفات والعقوبات.,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة السادسة والتسعون بعد المائة: - يختص مفتشو العمل بما يأتي : مراقبة تنفيذ أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له . تزويد أصحاب العمل والعمال بالمعلومات والإرشادات الفنية التي تمكنهم من اتباع أحسن الوسائل لتنفيذ أحكام هذا النظام . إبلاغ المختصين بالوزارة بأوجه النقص التي تقصر الأحكام القائمة عن معالجتها ، واقتراح ما يلزم لذلك . ضبط مخالفات أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له . التحقق من المخالفات التي ترصدها جهات حكومية مختصة أخرى وتحال إلى الوزارة . اقتراح الغرامة المناسبة وفقًا لجدول المخالفات والعقوبات.,512,active
13,الباب الثالث عشر,تفتيش العمل,,المادة السابعة والتسعون بعد المائة:,السابعة والتسعون بعد المائة,197,197,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة السابعة والتسعون بعد المائة: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة الثامنة والتسعون بعد المائة:,الثامنة والتسعون بعد المائة,198,198,يحق لمفتشي العمل: دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت من أوقات عمل المنشأة دون إشعار سابق. القيام بأي فحص أو تحقيق لازم للتحقيق من سلامة تنفيذ النظام. ولهم على الأخص ما يأتي: سؤال صاحب العمل أو من يمثله ، أو العمال ، على انفراد أو في حضور شهود ، عن أي أمر من الأمور المتعلقة بتنفيذ أحكام النظام . الاطلاع على جميع الدفاتر والسجلات والوثائق الأخرى اللازم الاحتفاظ بها طبقاً لأحكام هذا النظام والقرارات الصادرة بمقتضاه ، والحصول على صور ومستخرجات منها . أخذ عينة أو عينات من المواد المستعملة أو المتداولة في العمليات الصناعية وغيرها الخاضعة للتفتيش ، مما يظن أن لها أثراً ضاراً على صحة العمال ، أو سلامتهم ، وذلك لغرض تحليلها في المختبرات الحكومية ، ولمعرفة مدى هذا الأثر ، مع إبلاغ صاحب العمل أو ممثله بذلك .,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الثامنة والتسعون بعد المائة: - يحق لمفتشي العمل: دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت من أوقات عمل المنشأة دون إشعار سابق. القيام بأي فحص أو تحقيق لازم للتحقيق من سلامة تنفيذ النظام. ولهم على الأخص ما يأتي: سؤال صاحب العمل أو من يمثله ، أو العمال ، على انفراد أو في حضور شهود ، عن أي أمر من الأمور المتعلقة بتنفيذ أحكام النظام . الاطلاع على جميع الدفاتر والسجلات والوثائق الأخرى اللازم الاحتفاظ بها طبقاً لأحكام هذا النظام والقرارات الصادرة بمقتضاه ، والحصول على صور ومستخرجات منها . أخذ عينة أو عينات من المواد المستعملة أو المتداولة في العمليات الصناعية وغيرها الخاضعة للتفتيش ، مما يظن أن لها أثراً ضاراً على صحة العمال ، أو سلامتهم ، وذلك لغرض تحليلها في المختبرات الحكومية ، ولمعرفة مدى هذا الأثر ، مع إبلاغ صاحب العمل أو ممثله بذلك .,719,active
13,الباب الثالث عشر,تفتيش العمل,,المادة التاسعة والتسعون بعد المائة:,التاسعة والتسعون بعد المائة,199,199,على أصحاب العمل ووكلائهم ومسؤوليهم في مكان العمل أن يقدموا للمفتشين ، والموظفين المكلفين بتفتيش العمل ، التسهيلات اللازمة للقيام بأداء واجبهم ، وأن يقدموا لهم ما يطلبونه من بيانات تتعلق بطبيعة عملهم ، وأن يستجيبوا لطلبات المثول أمامهم ، وأن يوفدوا مندوباً عنهم ، إذا ما طلب منهم ذلك.,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة التاسعة والتسعون بعد المائة: - على أصحاب العمل ووكلائهم ومسؤوليهم في مكان العمل أن يقدموا للمفتشين ، والموظفين المكلفين بتفتيش العمل ، التسهيلات اللازمة للقيام بأداء واجبهم ، وأن يقدموا لهم ما يطلبونه من بيانات تتعلق بطبيعة عملهم ، وأن يستجيبوا لطلبات المثول أمامهم ، وأن يوفدوا مندوباً عنهم ، إذا ما طلب منهم ذلك.,283,active
13,الباب الثالث عشر,تفتيش العمل,,المادة المئتان:,المئتان,200,200,على من يقوم بالتفتيش أن يبلغ بحضوره صاحب العمل أو ممثله ، وذلك ما لم ير أن المهمة التي يقوم من أجلها بالتفتيش تقتضي غير ذلك .,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة المئتان: - على من يقوم بالتفتيش أن يبلغ بحضوره صاحب العمل أو ممثله ، وذلك ما لم ير أن المهمة التي يقوم من أجلها بالتفتيش تقتضي غير ذلك .,125,active
13,الباب الثالث عشر,تفتيش العمل,,المادة الأولى بعد المائتين:,الأولى بعد المائتين,201,201,لمفتش العمل الحق في إصدار التعليمات إلى أصحاب العمل بإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لديهم في الآجال التي يحددها ، وذلك لضمان مراعاة الأحكام الخاصة بصحة العمال وسلامتهم 0 كما له في حالة وجود خطر يهدد صحة العمال وسلامتهم أن يطلب تنفيذ ما يراه لازماً من إجراءات لدرء هذا الخطر فوراً .,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الأولى بعد المائتين: - لمفتش العمل الحق في إصدار التعليمات إلى أصحاب العمل بإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لديهم في الآجال التي يحددها ، وذلك لضمان مراعاة الأحكام الخاصة بصحة العمال وسلامتهم 0 كما له في حالة وجود خطر يهدد صحة العمال وسلامتهم أن يطلب تنفيذ ما يراه لازماً من إجراءات لدرء هذا الخطر فوراً .,302,active
13,الباب الثالث عشر,تفتيش العمل,,المادة الثانية بعد المائتين:,الثانية بعد المائتين,202,202,على مفتش العمل أن يحيط بالسرية المطلقة الشكاوي التي تصل إليه بشأن أي نقص في الأجهزة أو أي مخالفة لأحكام النظام ، وألا يبوح لصاحب العمل أومن يقوم مقامه بوجود هذه الشكاوى .,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الثانية بعد المائتين: - على مفتش العمل أن يحيط بالسرية المطلقة الشكاوي التي تصل إليه بشأن أي نقص في الأجهزة أو أي مخالفة لأحكام النظام ، وألا يبوح لصاحب العمل أومن يقوم مقامه بوجود هذه الشكاوى .,170,active
13,الباب الثالث عشر,تفتيش العمل,,المادة الثالثة بعد المائتين:,الثالثة بعد المائتين,203,203,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الثالثة بعد المائتين: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة الرابعة بعد المائتين:,الرابعة بعد المائتين,204,204,يشترك في التفتيش كلما دعت الحاجة أطباء ومهندسون وكيميائيون وإختصاصيون في السلامة والصحة المهنية . ولمدير مكتب العمل وللمفتشين أن يطلبوا عند الضرورة من الجهات التنفيذية المختصة تقديم ما يلزم من مساعدة .,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الرابعة بعد المائتين: - يشترك في التفتيش كلما دعت الحاجة أطباء ومهندسون وكيميائيون وإختصاصيون في السلامة والصحة المهنية . ولمدير مكتب العمل وللمفتشين أن يطلبوا عند الضرورة من الجهات التنفيذية المختصة تقديم ما يلزم من مساعدة .,201,active
13,الباب الثالث عشر,تفتيش العمل,,المادة الخامسة بعد المائتين:,الخامسة بعد المائتين,205,205,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الخامسة بعد المائتين: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة السادسة بعد المائتين:,السادسة بعد المائتين,206,206,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة السادسة بعد المائتين: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة السابعة بعد المائتين:,السابعة بعد المائتين,207,207,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة السابعة بعد المائتين: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة الثامنة بعد المائتين:,الثامنة بعد المائتين,208,208,(ملغاة),https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة الثامنة بعد المائتين: - (ملغاة),7,repealed
13,الباب الثالث عشر,تفتيش العمل,,المادة التاسعة بعد المائتين:,التاسعة بعد المائتين,209,209,يصدر الوزير اللائحة التنفيذية لضبط أعمال التفتيش وتنظيمها.,https://www.hrsd.gov.sa/node/5576043,الباب الثالث عشر - تفتيش العمل - - المادة التاسعة بعد المائتين: - يصدر الوزير اللائحة التنفيذية لضبط أعمال التفتيش وتنظيمها.,58,active
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة العاشرة بعد المائتين:,العاشرة بعد المائتين,210,210,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة العاشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الحادية عشرة بعد المائتين:,الحادية عشرة بعد المائتين,211,211,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الحادية عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الثانية عشرة بعد المائتين:,الثانية عشرة بعد المائتين,212,212,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الثانية عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الثالثة عشرة بعد المائتين:,الثالثة عشرة بعد المائتين,213,213,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الثالثة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الرابعة عشرة بعد المائتين:,الرابعة عشرة بعد المائتين,214,214,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الرابعة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الخامسة عشرة بعد المائتين:,الخامسة عشرة بعد المائتين,215,215,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الخامسة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة السادسة عشرة بعد المائتين:,السادسة عشرة بعد المائتين,216,216,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة السادسة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة السابعة عشرة بعد المائتين:,السابعة عشرة بعد المائتين,217,217,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة السابعة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الثامنة عشرة بعد المائتين:,الثامنة عشرة بعد المائتين,218,218,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الثامنة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة التاسعة عشرة بعد المائتين:,التاسعة عشرة بعد المائتين,219,219,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة التاسعة عشرة بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة العشرون بعد المائتين:,العشرون بعد المائتين,220,220,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة العشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الحادية والعشرون بعد المائتين:,الحادية والعشرون بعد المائتين,221,221,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الحادية والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الثانية والعشرون بعد المائتين:,الثانية والعشرون بعد المائتين,222,222,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الثانية والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الثالثة والعشرون بعد المائتين:,الثالثة والعشرون بعد المائتين,223,223,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الثالثة والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الرابعة والعشرون بعد المائتين:,الرابعة والعشرون بعد المائتين,224,224,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الرابعة والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الخامسة والعشرون بعد المائتين:,الخامسة والعشرون بعد المائتين,225,225,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الخامسة والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة السادسة والعشرون بعد المائتين:,السادسة والعشرون بعد المائتين,226,226,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة السادسة والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة السابعة والعشرون بعد المائتين:,السابعة والعشرون بعد المائتين,227,227,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة السابعة والعشرون بعد المائتين: - (ملغاة),7,repealed
14,الباب الرابع عشر,هيئات تسوية الخلافات العمالية,,المادة الثامنة والعشرون بعد المائتين:,الثامنة والعشرون بعد المائتين,228,228,(ملغاة),https://www.hrsd.gov.sa/node/5576050,الباب الرابع عشر - هيئات تسوية الخلافات العمالية - - المادة الثامنة والعشرون بعد المائتين: - (ملغاة),7,repealed
15,الباب الخامس عشر,العقوبات,,المادة التاسعة والعشرون بعد المائتين :,التاسعة والعشرون بعد المائتين,229,229,1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم.,https://www.hrsd.gov.sa/node/5576057,الباب الخامس عشر - العقوبات - - المادة التاسعة والعشرون بعد المائتين : - 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم.,427,active
15,الباب الخامس عشر,العقوبات,,المادة التاسعة والعشرون بعد المائتين مكرر:,التاسعة والعشرون بعد المائتين مكرر,229مكرر,229,"يعاقب بغرامة لا تقل عن (200,000) مائتي ألف ريال ولا تزيد على (500,000) خمسمائة ألف ريال؛ كل من يخالف أحكام الفقرة (1) من المادة (الثلاثين) من هذا النظام، وذلك دون إخلال بما تقضي به المادة (التاسعة والعشرون بعد المائتين) منه.",https://www.hrsd.gov.sa/node/5576057,"الباب الخامس عشر - العقوبات - - المادة التاسعة والعشرون بعد المائتين مكرر: - يعاقب بغرامة لا تقل عن (200,000) مائتي ألف ريال ولا تزيد على (500,000) خمسمائة ألف ريال؛ كل من يخالف أحكام الفقرة (1) من المادة (الثلاثين) من هذا النظام، وذلك دون إخلال بما تقضي به المادة (التاسعة والعشرون بعد المائتين) منه.",224,active
